file,my_won,my_score,my_words,my_words_over_800,my_words_over_1400,my_words_over_1800,my_words_over_2200,opp_score,opp_words,opp_words_over_800,opp_words_over_1400,opp_words_over_1800,opp_words_over_2200,notes,score_diff,words_diff,words_over_800_diff,words_over_1400_diff,words_over_1800_diff,words_over_2200_diff,total_score,total_words,my_avg_word_value,opp_avg_word_value,total_avg_word_value,avg_word_value_diff,game_idx,my_hv_rate,opp_hv_rate,hv_rate_diff,my_words_over_1400_rate,opp_words_over_1400_rate,words_over_1400_rate_diff,opp_tier
IMG_5728.PNG,1,15800,37,10,1,0,0,11400,31,4,1,1,0,,4400,6,6,0,-1,0,27200,68,427.03,367.74,400.0,59.29,17,0.2703,0.129,0.1413,0.02702702702702703,0.03225806451612903,-0.005231037489102003,strong opponent
IMG_5729.PNG,1,8700,31,2,0,0,0,6500,25,1,0,0,0,,2200,6,1,0,0,0,15200,56,280.65,260.0,271.43,20.65,18,0.0645,0.04,0.0245,0.0,0.0,0.0,weak opponent
IMG_5730.PNG,0,5500,17,2,1,0,0,13700,31,7,4,0,0,,-8200,-14,-5,-3,0,0,19200,48,323.53,441.94,400.0,-118.41,19,0.1176,0.2258,-0.1082,0.058823529411764705,0.12903225806451613,-0.07020872865275142,strong opponent
IMG_5731.PNG,1,17600,44,8,2,0,0,16200,35,10,2,0,0,,1400,9,-2,0,0,0,33800,79,400.0,462.86,427.85,-62.86,20,0.1818,0.2857,-0.1039,0.045454545454545456,0.05714285714285714,-0.011688311688311685,strong opponent
IMG_5732.PNG,0,7900,33,1,0,0,0,10200,31,2,1,0,0,,-2300,2,-1,-1,0,0,18100,64,239.39,329.03,282.81,-89.64,21,0.0303,0.0645,-0.0342,0.0,0.03225806451612903,-0.03225806451612903,mid opponent
IMG_5733.PNG,0,19000,41,14,1,0,0,19400,33,13,6,1,0,,-400,8,1,-5,-1,0,38400,74,463.41,587.88,518.92,-124.47,22,0.3415,0.3939,-0.0524,0.024390243902439025,0.18181818181818182,-0.1574279379157428,strong opponent
IMG_5734.PNG,1,10400,32,3,3,0,0,5200,27,1,0,0,0,,5200,5,2,3,0,0,15600,59,325.0,192.59,264.41,132.41,23,0.0938,0.037,0.0568,0.09375,0.0,0.09375,weak opponent
IMG_5735.PNG,1,14100,36,6,2,0,0,12200,39,5,0,0,0,,1900,-3,1,2,0,0,26300,75,391.67,312.82,350.67,78.85,24,0.1667,0.1282,0.0385,0.05555555555555555,0.0,0.05555555555555555,mid opponent
IMG_5736.PNG,0,10800,41,1,0,0,0,12000,34,5,0,0,0,,-1200,7,-4,0,0,0,22800,75,263.41,352.94,304.0,-89.53,25,0.0244,0.1471,-0.1227,0.0,0.0,0.0,mid opponent
IMG_5737.PNG,1,10300,46,0,0,0,0,7400,37,1,0,0,0,,2900,9,-1,0,0,0,17700,83,223.91,200.0,213.25,23.91,26,0.0,0.027,-0.027,0.0,0.0,0.0,weak opponent
IMG_5738.PNG,0,3400,19,0,0,0,0,7100,26,3,0,0,0,,-3700,-7,-3,0,0,0,10500,45,178.95,273.08,233.33,-94.13,27,0.0,0.1154,-0.1154,0.0,0.0,0.0,weak opponent
IMG_5739.PNG,0,11000,34,4,0,0,0,12200,29,6,1,0,0,,-1200,5,-2,-1,0,0,23200,63,323.53,420.69,368.25,-97.16,28,0.1176,0.2069,-0.0893,0.0,0.034482758620689655,-0.034482758620689655,strong opponent
IMG_5740.PNG,1,13600,43,3,0,0,0,10100,30,2,0,0,0,,3500,13,1,0,0,0,23700,73,316.28,336.67,324.66,-20.39,29,0.0698,0.0667,0.0031,0.0,0.0,0.0,mid opponent
IMG_5741.PNG,0,8200,31,3,0,0,0,11300,33,5,1,0,0,,-3100,-2,-2,-1,0,0,19500,64,264.52,342.42,304.69,-77.9,30,0.0968,0.1515,-0.0547,0.0,0.030303030303030304,-0.030303030303030304,mid opponent
IMG_5742.PNG,0,8500,28,3,0,0,0,12300,34,5,2,0,0,,-3800,-6,-2,-2,0,0,20800,62,303.57,361.76,335.48,-58.19,31,0.1071,0.1471,-0.04,0.0,0.058823529411764705,-0.058823529411764705,strong opponent
IMG_5743.PNG,1,13300,44,5,0,0,0,10100,39,2,0,0,0,,3200,5,3,0,0,0,23400,83,302.27,258.97,281.93,43.3,32,0.1136,0.0513,0.0623,0.0,0.0,0.0,weak opponent
IMG_5744.PNG,0,5700,26,1,0,0,0,7500,24,3,1,0,0,,-1800,2,-2,-1,0,0,13200,50,219.23,312.5,264.0,-93.27,33,0.0385,0.125,-0.0865,0.0,0.041666666666666664,-0.041666666666666664,mid opponent
IMG_5745.PNG,1,6900,32,1,0,0,0,5500,25,0,0,0,0,,1400,7,1,0,0,0,12400,57,215.62,220.0,217.54,-4.38,34,0.0312,0.0,0.0312,0.0,0.0,0.0,weak opponent
IMG_5746.PNG,1,16800,34,11,3,0,0,16600,28,11,4,1,0,,200,6,0,-1,-1,0,33400,62,494.12,592.86,538.71,-98.74,35,0.3235,0.3929,-0.0694,0.08823529411764706,0.14285714285714285,-0.054621848739495785,strong opponent
IMG_5747.PNG,1,8700,42,0,0,0,0,7500,35,1,0,0,0,,1200,7,-1,0,0,0,16200,77,207.14,214.29,210.39,-7.15,36,0.0,0.0286,-0.0286,0.0,0.0,0.0,weak opponent
IMG_5748.PNG,1,11000,38,3,0,0,0,8400,30,3,0,0,0,,2600,8,0,0,0,0,19400,68,289.47,280.0,285.29,9.47,37,0.0789,0.1,-0.0211,0.0,0.0,0.0,weak opponent
IMG_5749.PNG,1,14300,36,8,1,0,0,13200,39,6,0,0,0,,1100,-3,2,1,0,0,27500,75,397.22,338.46,366.67,58.76,38,0.2222,0.1538,0.0684,0.027777777777777776,0.0,0.027777777777777776,mid opponent
IMG_5750.PNG,1,8100,35,1,0,0,0,4500,20,1,0,0,0,,3600,15,0,0,0,0,12600,55,231.43,225.0,229.09,6.43,39,0.0286,0.05,-0.0214,0.0,0.0,0.0,weak opponent
IMG_5751.PNG,1,10900,38,2,0,0,0,8600,32,0,0,0,0,,2300,6,2,0,0,0,19500,70,286.84,268.75,278.57,18.09,40,0.0526,0.0,0.0526,0.0,0.0,0.0,weak opponent
IMG_5752.PNG,0,14400,37,8,1,0,0,20100,35,13,4,2,1,,-5700,2,-5,-3,-2,-1,34500,72,389.19,574.29,479.17,-185.1,41,0.2162,0.3714,-0.1552,0.02702702702702703,0.11428571428571428,-0.08725868725868725,strong opponent
IMG_5753.PNG,1,10500,36,3,2,0,0,7600,31,0,0,0,0,,2900,5,3,2,0,0,18100,67,291.67,245.16,270.15,46.51,42,0.0833,0.0,0.0833,0.05555555555555555,0.0,0.05555555555555555,weak opponent
IMG_5754.PNG,0,7500,28,2,0,0,0,17500,38,11,4,0,0,,-10000,-10,-9,-4,0,0,25000,66,267.86,460.53,378.79,-192.67,43,0.0714,0.2895,-0.2181,0.0,0.10526315789473684,-0.10526315789473684,strong opponent
IMG_5755.PNG,0,11600,31,7,1,0,0,13100,36,8,0,0,0,,-1500,-5,-1,1,0,0,24700,67,374.19,363.89,368.66,10.3,44,0.2258,0.2222,0.0036,0.03225806451612903,0.0,0.03225806451612903,strong opponent
IMG_5756.PNG,0,11100,34,5,0,0,0,16300,38,11,2,0,0,,-5200,-4,-6,-2,0,0,27400,72,326.47,428.95,380.56,-102.48,45,0.1471,0.2895,-0.1424,0.0,0.05263157894736842,-0.05263157894736842,strong opponent
IMG_5757.PNG,0,7200,28,2,0,0,0,7900,27,4,0,0,0,,-700,1,-2,0,0,0,15100,55,257.14,292.59,274.55,-35.45,46,0.0714,0.1481,-0.0767,0.0,0.0,0.0,weak opponent
IMG_5758.PNG,1,24000,57,15,1,0,0,15500,43,7,0,0,0,my_words_over_800 is a lower bound; visible 15-word list never drops below 800 before truncation (42 more hidden),8500,14,8,1,0,0,39500,100,421.05,360.47,395.0,60.58,47,0.2632,0.1628,0.1004,0.017543859649122806,0.0,0.017543859649122806,mid opponent
IMG_5759.PNG,0,9600,30,3,1,0,0,10200,30,3,1,0,0,,-600,0,0,0,0,0,19800,60,320.0,340.0,330.0,-20.0,48,0.1,0.1,0.0,0.03333333333333333,0.03333333333333333,0.0,mid opponent
IMG_5760.PNG,0,10900,32,5,1,0,0,15300,42,6,2,0,0,,-4400,-10,-1,-1,0,0,26200,74,340.62,364.29,354.05,-23.67,49,0.1562,0.1429,0.0133,0.03125,0.047619047619047616,-0.016369047619047616,strong opponent
IMG_5761.PNG,1,12800,40,4,1,0,0,11700,40,2,0,0,0,,1100,0,2,1,0,0,24500,80,320.0,292.5,306.25,27.5,50,0.1,0.05,0.05,0.025,0.0,0.025,weak opponent
IMG_5762.PNG,0,5000,31,1,0,0,0,6200,30,2,0,0,0,,-1200,1,-1,0,0,0,11200,61,161.29,206.67,183.61,-45.38,51,0.0323,0.0667,-0.0344,0.0,0.0,0.0,weak opponent
IMG_5763.PNG,1,16900,56,5,0,0,0,13500,34,8,1,0,0,,3400,22,-3,-1,0,0,30400,90,301.79,397.06,337.78,-95.27,52,0.0893,0.2353,-0.146,0.0,0.029411764705882353,-0.029411764705882353,strong opponent
IMG_5764.PNG,0,7000,34,0,0,0,0,9400,40,0,0,0,0,,-2400,-6,0,0,0,0,16400,74,205.88,235.0,221.62,-29.12,53,0.0,0.0,0.0,0.0,0.0,0.0,weak opponent
IMG_5765.PNG,1,22100,59,12,0,0,0,13600,43,6,2,0,0,,8500,16,6,-2,0,0,35700,102,374.58,316.28,350.0,58.3,54,0.2034,0.1395,0.0639,0.0,0.046511627906976744,-0.046511627906976744,mid opponent
IMG_5766.PNG,0,6100,25,0,0,0,0,9300,31,2,0,0,0,,-3200,-6,-2,0,0,0,15400,56,244.0,300.0,275.0,-56.0,55,0.0,0.0645,-0.0645,0.0,0.0,0.0,mid opponent
IMG_5767.PNG,1,11100,43,2,0,0,0,10400,34,4,0,0,0,,700,9,-2,0,0,0,21500,77,258.14,305.88,279.22,-47.74,56,0.0465,0.1176,-0.0711,0.0,0.0,0.0,mid opponent
IMG_5768.PNG,0,8700,37,2,0,0,0,10600,41,2,0,0,0,,-1900,-4,0,0,0,0,19300,78,235.14,258.54,247.44,-23.4,57,0.0541,0.0488,0.0053,0.0,0.0,0.0,weak opponent
IMG_5769.PNG,0,14700,36,9,0,0,0,16100,34,13,0,0,0,,-1400,2,-4,0,0,0,30800,70,408.33,473.53,440.0,-65.2,58,0.25,0.3824,-0.1324,0.0,0.0,0.0,strong opponent
IMG_5770.PNG,0,8300,33,2,0,0,0,10000,35,2,0,0,0,,-1700,-2,0,0,0,0,18300,68,251.52,285.71,269.12,-34.19,59,0.0606,0.0571,0.0035,0.0,0.0,0.0,weak opponent
IMG_5771.PNG,0,10600,35,2,0,0,0,13000,35,5,2,0,0,,-2400,0,-3,-2,0,0,23600,70,302.86,371.43,337.14,-68.57,60,0.0571,0.1429,-0.0858,0.0,0.05714285714285714,-0.05714285714285714,strong opponent
IMG_5772.PNG,1,11300,40,4,0,0,0,9500,33,2,1,0,0,,1800,7,2,-1,0,0,20800,73,282.5,287.88,284.93,-5.38,61,0.1,0.0606,0.0394,0.0,0.030303030303030304,-0.030303030303030304,weak opponent
IMG_5773.PNG,1,6200,23,3,0,0,0,4200,17,1,0,0,0,,2000,6,2,0,0,0,10400,40,269.57,247.06,260.0,22.51,62,0.1304,0.0588,0.0716,0.0,0.0,0.0,weak opponent
IMG_5774.PNG,1,11500,32,5,0,0,0,9600,31,2,1,0,0,,1900,1,3,-1,0,0,21100,63,359.38,309.68,334.92,49.7,63,0.1562,0.0645,0.0917,0.0,0.03225806451612903,-0.03225806451612903,mid opponent
IMG_5775.PNG,1,15800,38,9,2,0,0,15700,36,10,2,0,0,,100,2,-1,0,0,0,31500,74,415.79,436.11,425.68,-20.32,64,0.2368,0.2778,-0.041,0.05263157894736842,0.05555555555555555,-0.0029239766081871343,strong opponent
IMG_5776.PNG,0,10400,40,1,0,0,0,11300,35,6,1,0,0,,-900,5,-5,-1,0,0,21700,75,260.0,322.86,289.33,-62.86,65,0.025,0.1714,-0.1464,0.0,0.02857142857142857,-0.02857142857142857,mid opponent
IMG_5777.PNG,0,7800,36,0,0,0,0,11200,26,4,4,1,0,,-3400,10,-4,-4,-1,0,19000,62,216.67,430.77,306.45,-214.1,66,0.0,0.1538,-0.1538,0.0,0.15384615384615385,-0.15384615384615385,strong opponent
IMG_5778.PNG,0,8000,27,2,0,0,0,12500,36,5,1,0,0,,-4500,-9,-3,-1,0,0,20500,63,296.3,347.22,325.4,-50.92,67,0.0741,0.1389,-0.0648,0.0,0.027777777777777776,-0.027777777777777776,mid opponent
IMG_5779.PNG,0,8400,31,2,0,0,0,11100,30,4,2,1,1,,-2700,1,-2,-2,-1,-1,19500,61,270.97,370.0,319.67,-99.03,68,0.0645,0.1333,-0.0688,0.0,0.06666666666666667,-0.06666666666666667,strong opponent
IMG_5780.PNG,1,10300,29,5,0,0,0,8100,20,4,2,0,0,,2200,9,1,-2,0,0,18400,49,355.17,405.0,375.51,-49.83,69,0.1724,0.2,-0.0276,0.0,0.1,-0.1,strong opponent
IMG_5781.PNG,1,9500,31,4,0,0,0,7000,25,3,0,0,0,,2500,6,1,0,0,0,16500,56,306.45,280.0,294.64,26.45,70,0.129,0.12,0.009,0.0,0.0,0.0,weak opponent
IMG_5782.PNG,0,11300,32,6,0,0,0,16100,33,11,3,0,0,,-4800,-1,-5,-3,0,0,27400,65,353.12,487.88,421.54,-134.76,71,0.1875,0.3333,-0.1458,0.0,0.09090909090909091,-0.09090909090909091,strong opponent
IMG_5783.PNG,0,5100,24,0,0,0,0,8300,22,4,2,0,0,,-3200,2,-4,-2,0,0,13400,46,212.5,377.27,291.3,-164.77,72,0.0,0.1818,-0.1818,0.0,0.09090909090909091,-0.09090909090909091,strong opponent
IMG_5784.PNG,0,7900,28,3,0,0,0,13600,31,8,3,1,0,,-5700,-3,-5,-3,-1,0,21500,59,282.14,438.71,364.41,-156.57,73,0.1071,0.2581,-0.151,0.0,0.0967741935483871,-0.0967741935483871,strong opponent
IMG_5785.PNG,1,20200,45,12,3,1,0,18700,44,11,0,0,0,,1500,1,1,3,1,0,38900,89,448.89,425.0,437.08,23.89,74,0.2667,0.25,0.0167,0.06666666666666667,0.0,0.06666666666666667,strong opponent
IMG_5786.PNG,1,9200,40,1,0,0,0,9100,38,2,0,0,0,,100,2,-1,0,0,0,18300,78,230.0,239.47,234.62,-9.47,75,0.025,0.0526,-0.0276,0.0,0.0,0.0,weak opponent
IMG_5787.PNG,0,8600,35,0,0,0,0,14500,29,7,4,1,0,,-5900,6,-7,-4,-1,0,23100,64,245.71,500.0,360.94,-254.29,76,0.0,0.2414,-0.2414,0.0,0.13793103448275862,-0.13793103448275862,strong opponent
IMG_5788.PNG,1,5800,24,1,0,0,0,5400,27,0,0,0,0,,400,-3,1,0,0,0,11200,51,241.67,200.0,219.61,41.67,77,0.0417,0.0,0.0417,0.0,0.0,0.0,weak opponent
IMG_5789.PNG,0,8500,38,2,1,0,0,8900,32,3,1,0,0,,-400,6,-1,0,0,0,17400,70,223.68,278.12,248.57,-54.44,78,0.0526,0.0938,-0.0412,0.02631578947368421,0.03125,-0.004934210526315791,weak opponent
IMG_5790.PNG,0,6200,29,0,0,0,0,8200,28,3,0,0,0,,-2000,1,-3,0,0,0,14400,57,213.79,292.86,252.63,-79.07,79,0.0,0.1071,-0.1071,0.0,0.0,0.0,weak opponent
IMG_5791.PNG,0,5800,28,0,0,0,0,11700,35,4,1,0,0,,-5900,-7,-4,-1,0,0,17500,63,207.14,334.29,277.78,-127.15,80,0.0,0.1143,-0.1143,0.0,0.02857142857142857,-0.02857142857142857,mid opponent
IMG_5792.PNG,0,12800,33,5,2,0,0,22300,40,12,7,0,0,,-9500,-7,-7,-5,0,0,35100,73,387.88,557.5,480.82,-169.62,81,0.1515,0.3,-0.1485,0.06060606060606061,0.175,-0.11439393939393938,strong opponent
IMG_5793.PNG,0,7600,30,1,0,0,0,9400,27,4,2,0,0,,-1800,3,-3,-2,0,0,17000,57,253.33,348.15,298.25,-94.82,82,0.0333,0.1481,-0.1148,0.0,0.07407407407407407,-0.07407407407407407,mid opponent
IMG_5794.PNG,0,4200,20,1,0,0,0,6200,25,1,0,0,0,,-2000,-5,0,0,0,0,10400,45,210.0,248.0,231.11,-38.0,83,0.05,0.04,0.01,0.0,0.0,0.0,weak opponent
IMG_5795.PNG,1,14000,40,7,1,0,0,13400,39,5,1,0,0,,600,1,2,0,0,0,27400,79,350.0,343.59,346.84,6.41,84,0.175,0.1282,0.0468,0.025,0.02564102564102564,-0.0006410256410256387,mid opponent
IMG_5796.PNG,1,8500,40,0,0,0,0,5500,25,0,0,0,0,,3000,15,0,0,0,0,14000,65,212.5,220.0,215.38,-7.5,85,0.0,0.0,0.0,0.0,0.0,0.0,weak opponent
IMG_5797.PNG,0,11900,36,5,0,0,0,11900,37,4,2,0,0,"DRAW! banner (tie game, 11900-11900) - not a win or loss; my_won recorded as 0 by convention",0,-1,1,-2,0,0,23800,73,330.56,321.62,326.03,8.94,86,0.1389,0.1081,0.0308,0.0,0.05405405405405406,-0.05405405405405406,mid opponent
IMG_5798.PNG,0,20300,42,14,4,0,0,21900,37,13,7,3,1,,-1600,5,1,-3,-3,-1,42200,79,483.33,591.89,534.18,-108.56,87,0.3333,0.3514,-0.0181,0.09523809523809523,0.1891891891891892,-0.09395109395109397,strong opponent
IMG_5799.PNG,0,13700,40,7,0,0,0,14100,33,8,2,0,0,,-400,7,-1,-2,0,0,27800,73,342.5,427.27,380.82,-84.77,88,0.175,0.2424,-0.0674,0.0,0.06060606060606061,-0.06060606060606061,strong opponent
IMG_5800.PNG,1,11800,31,6,2,0,0,9200,30,5,1,0,0,,2600,1,1,1,0,0,21000,61,380.65,306.67,344.26,73.98,89,0.1935,0.1667,0.0268,0.06451612903225806,0.03333333333333333,0.03118279569892473,mid opponent
IMG_5801.PNG,1,17700,51,8,0,0,0,16000,48,7,0,0,0,,1700,3,1,0,0,0,33700,99,347.06,333.33,340.4,13.73,90,0.1569,0.1458,0.0111,0.0,0.0,0.0,mid opponent
IMG_5802.PNG,0,12100,39,4,1,0,0,14700,44,6,1,0,0,,-2600,-5,-2,0,0,0,26800,83,310.26,334.09,322.89,-23.83,91,0.1026,0.1364,-0.0338,0.02564102564102564,0.022727272727272728,0.0029137529137529122,mid opponent
IMG_5803.PNG,1,10500,36,3,0,0,0,10100,31,4,0,0,0,,400,5,-1,0,0,0,20600,67,291.67,325.81,307.46,-34.14,92,0.0833,0.129,-0.0457,0.0,0.0,0.0,mid opponent
IMG_5804.PNG,0,6200,24,2,0,0,0,8000,26,3,1,0,0,,-1800,-2,-1,-1,0,0,14200,50,258.33,307.69,284.0,-49.36,93,0.0833,0.1154,-0.0321,0.0,0.038461538461538464,-0.038461538461538464,mid opponent
IMG_5805.PNG,0,9800,33,2,0,0,0,15200,43,6,0,0,0,,-5400,-10,-4,0,0,0,25000,76,296.97,353.49,328.95,-56.52,94,0.0606,0.1395,-0.0789,0.0,0.0,0.0,mid opponent
IMG_5806.PNG,0,3900,23,1,0,0,0,4400,25,1,0,0,0,,-500,-2,0,0,0,0,8300,48,169.57,176.0,172.92,-6.43,95,0.0435,0.04,0.0035,0.0,0.0,0.0,weak opponent
IMG_5807.PNG,0,9600,28,5,0,0,0,14300,33,7,2,1,0,opponent had a word worth 1800 (tier between 1400/2200); counted toward over_800 and over_1400,-4700,-5,-2,-2,-1,0,23900,61,342.86,433.33,391.8,-90.47,96,0.1786,0.2121,-0.0335,0.0,0.06060606060606061,-0.06060606060606061,strong opponent
IMG_5808.PNG,1,10100,32,3,0,0,0,9700,28,3,0,0,0,,400,4,0,0,0,0,19800,60,315.62,346.43,330.0,-30.81,97,0.0938,0.1071,-0.0133,0.0,0.0,0.0,mid opponent
IMG_5809.PNG,1,23100,59,13,0,0,0,20200,40,12,5,0,0,,2900,19,1,-5,0,0,43300,99,391.53,505.0,437.37,-113.47,98,0.2203,0.3,-0.0797,0.0,0.125,-0.125,strong opponent
IMG_5810.PNG,1,12600,40,5,0,0,0,9200,35,3,0,0,0,,3400,5,2,0,0,0,21800,75,315.0,262.86,290.67,52.14,99,0.125,0.0857,0.0393,0.0,0.0,0.0,weak opponent
IMG_5811.PNG,0,8900,28,4,0,0,0,15400,37,8,2,1,0,opponent had a word worth 1800 (tier between 1400/2200); counted toward over_800 and over_1400,-6500,-9,-4,-2,-1,0,24300,65,317.86,416.22,373.85,-98.36,100,0.1429,0.2162,-0.0733,0.0,0.05405405405405406,-0.05405405405405406,strong opponent
IMG_5812.PNG,0,10000,34,3,0,0,0,19700,42,11,4,0,0,,-9700,-8,-8,-4,0,0,29700,76,294.12,469.05,390.79,-174.93,101,0.0882,0.2619,-0.1737,0.0,0.09523809523809523,-0.09523809523809523,strong opponent
IMG_5813.PNG,0,3800,22,1,0,0,0,4700,23,0,0,0,0,,-900,-1,1,0,0,0,8500,45,172.73,204.35,188.89,-31.62,102,0.0455,0.0,0.0455,0.0,0.0,0.0,weak opponent
IMG_5814.PNG,1,13300,36,7,1,0,0,12400,39,4,3,0,0,,900,-3,3,-2,0,0,25700,75,369.44,317.95,342.67,51.49,103,0.1944,0.1026,0.0918,0.027777777777777776,0.07692307692307693,-0.04914529914529915,mid opponent
IMG_5815.PNG,0,8600,24,2,0,0,0,10900,27,3,2,1,0,,-2300,-3,-1,-2,-1,0,19500,51,358.33,403.7,382.35,-45.37,104,0.0833,0.1111,-0.0278,0.0,0.07407407407407407,-0.07407407407407407,strong opponent
IMG_5816.PNG,0,6600,29,1,0,0,0,11000,33,5,1,0,0,,-4400,-4,-4,-1,0,0,17600,62,227.59,333.33,283.87,-105.74,105,0.0345,0.1515,-0.117,0.0,0.030303030303030304,-0.030303030303030304,mid opponent
IMG_5817.PNG,1,6400,26,2,0,0,0,5500,20,2,0,0,0,,900,6,0,0,0,0,11900,46,246.15,275.0,258.7,-28.85,106,0.0769,0.1,-0.0231,0.0,0.0,0.0,weak opponent
IMG_5818.PNG,0,8800,45,1,0,0,0,9400,48,1,1,0,0,,-600,-3,0,-1,0,0,18200,93,195.56,195.83,195.7,-0.27,107,0.0222,0.0208,0.0014,0.0,0.020833333333333332,-0.020833333333333332,weak opponent
IMG_5819.PNG,1,11400,42,3,0,0,0,10700,34,4,0,0,0,,700,8,-1,0,0,0,22100,76,271.43,314.71,290.79,-43.28,108,0.0714,0.1176,-0.0462,0.0,0.0,0.0,mid opponent
IMG_5820.PNG,0,8900,29,3,0,0,0,9100,31,3,1,0,0,,-200,-2,0,-1,0,0,18000,60,306.9,293.55,300.0,13.35,109,0.1034,0.0968,0.0066,0.0,0.03225806451612903,-0.03225806451612903,weak opponent
IMG_5821.PNG,0,11000,32,6,0,0,0,12100,35,5,0,0,0,,-1100,-3,1,0,0,0,23100,67,343.75,345.71,344.78,-1.96,110,0.1875,0.1429,0.0446,0.0,0.0,0.0,mid opponent
IMG_5822.PNG,0,6400,31,0,0,0,0,10000,34,3,2,0,0,,-3600,-3,-3,-2,0,0,16400,65,206.45,294.12,252.31,-87.67,111,0.0,0.0882,-0.0882,0.0,0.058823529411764705,-0.058823529411764705,weak opponent
