file,dataset,opponent_label,combined_game_idx,dataset_game_idx,my_won,my_score,my_words,my_words_over_800,my_words_over_1400,my_words_over_1800,my_words_over_2200,my_avg_word_value,my_hv_rate,opponent_score,opponent_words,opponent_words_over_800,opponent_words_over_1400,opponent_words_over_1800,opponent_words_over_2200,opponent_avg_word_value,opponent_hv_rate,opponent_tier,total_score,total_words,total_avg_word_value,score_diff,words_diff,words_over_800_diff,words_over_1400_diff,words_over_1800_diff,words_over_2200_diff,avg_word_value_diff,hv_rate_diff,notes,my_adjusted_points,opponent_adjusted_points,my_score_share,opponent_score_share,vs_opponent_2
IMG_5743.PNG,1,Opponent 1,32,32,1,13300,44,5,0,0,0,302.27,0.1136,10100,39,2,0,0,0,258.97,0.0513,weak opponent,23400,83,281.93,3200,5,3,0,0,0,43.3,0.0623,,1600.0,-1600.0,0.5683760683760684,0.4316239316239316,0
IMG_5744.PNG,1,Opponent 1,33,33,0,5700,26,1,0,0,0,219.23,0.0385,7500,24,3,1,0,0,312.5,0.125,mid opponent,13200,50,264.0,-1800,2,-2,-1,0,0,-93.27,-0.0865,,-900.0,900.0,0.4318181818181818,0.5681818181818182,0
IMG_5745.PNG,1,Opponent 1,34,34,1,6900,32,1,0,0,0,215.62,0.0312,5500,25,0,0,0,0,220.0,0.0,weak opponent,12400,57,217.54,1400,7,1,0,0,0,-4.38,0.0312,,700.0,-700.0,0.5564516129032258,0.4435483870967742,0
IMG_5746.PNG,1,Opponent 1,35,35,1,16800,34,11,3,0,0,494.12,0.3235,16600,28,11,4,1,0,592.86,0.3929,strong opponent,33400,62,538.71,200,6,0,-1,-1,0,-98.74,-0.0694,,100.0,-100.0,0.5029940119760479,0.497005988023952,0
IMG_5747.PNG,1,Opponent 1,36,36,1,8700,42,0,0,0,0,207.14,0.0,7500,35,1,0,0,0,214.29,0.0286,weak opponent,16200,77,210.39,1200,7,-1,0,0,0,-7.15,-0.0286,,600.0,-600.0,0.5370370370370371,0.4629629629629629,0
IMG_5748.PNG,1,Opponent 1,37,37,1,11000,38,3,0,0,0,289.47,0.0789,8400,30,3,0,0,0,280.0,0.1,weak opponent,19400,68,285.29,2600,8,0,0,0,0,9.47,-0.0211,,1300.0,-1300.0,0.5670103092783505,0.4329896907216495,0
IMG_5749.PNG,1,Opponent 1,38,38,1,14300,36,8,1,0,0,397.22,0.2222,13200,39,6,0,0,0,338.46,0.1538,mid opponent,27500,75,366.67,1100,-3,2,1,0,0,58.76,0.0684,,550.0,-550.0,0.52,0.48,0
IMG_5750.PNG,1,Opponent 1,39,39,1,8100,35,1,0,0,0,231.43,0.0286,4500,20,1,0,0,0,225.0,0.05,weak opponent,12600,55,229.09,3600,15,0,0,0,0,6.43,-0.0214,,1800.0,-1800.0,0.6428571428571429,0.3571428571428571,0
IMG_5751.PNG,1,Opponent 1,40,40,1,10900,38,2,0,0,0,286.84,0.0526,8600,32,0,0,0,0,268.75,0.0,weak opponent,19500,70,278.57,2300,6,2,0,0,0,18.09,0.0526,,1150.0,-1150.0,0.558974358974359,0.441025641025641,0
IMG_5752.PNG,1,Opponent 1,41,41,0,14400,37,8,1,0,0,389.19,0.2162,20100,35,13,4,2,1,574.29,0.3714,strong opponent,34500,72,479.17,-5700,2,-5,-3,-2,-1,-185.1,-0.1552,,-2850.0,2850.0,0.417391304347826,0.5826086956521739,0
IMG_5753.PNG,1,Opponent 1,42,42,1,10500,36,3,2,0,0,291.67,0.0833,7600,31,0,0,0,0,245.16,0.0,weak opponent,18100,67,270.15,2900,5,3,2,0,0,46.51,0.0833,,1450.0,-1450.0,0.580110497237569,0.4198895027624309,0
IMG_5754.PNG,1,Opponent 1,43,43,0,7500,28,2,0,0,0,267.86,0.0714,17500,38,11,4,0,0,460.53,0.2895,strong opponent,25000,66,378.79,-10000,-10,-9,-4,0,0,-192.67,-0.2181,,-5000.0,5000.0,0.3,0.7,0
IMG_5755.PNG,1,Opponent 1,44,44,0,11600,31,7,1,0,0,374.19,0.2258,13100,36,8,0,0,0,363.89,0.2222,strong opponent,24700,67,368.66,-1500,-5,-1,1,0,0,10.3,0.0036,,-750.0,750.0,0.4696356275303643,0.5303643724696356,0
IMG_5756.PNG,1,Opponent 1,45,45,0,11100,34,5,0,0,0,326.47,0.1471,16300,38,11,2,0,0,428.95,0.2895,strong opponent,27400,72,380.56,-5200,-4,-6,-2,0,0,-102.48,-0.1424,,-2600.0,2600.0,0.4051094890510949,0.5948905109489051,0
IMG_5757.PNG,1,Opponent 1,46,46,0,7200,28,2,0,0,0,257.14,0.0714,7900,27,4,0,0,0,292.59,0.1481,weak opponent,15100,55,274.55,-700,1,-2,0,0,0,-35.45,-0.0767,,-350.0,350.0,0.4768211920529801,0.5231788079470199,0
IMG_5758.PNG,1,Opponent 1,47,47,1,24000,57,15,1,0,0,421.05,0.2632,15500,43,7,0,0,0,360.47,0.1628,mid opponent,39500,100,395.0,8500,14,8,1,0,0,60.58,0.1004,my_words_over_800 is a lower bound; visible 15-word list never drops below 800 before truncation (42 more hidden),4250.0,-4250.0,0.6075949367088608,0.3924050632911392,0
IMG_5759.PNG,1,Opponent 1,48,48,0,9600,30,3,1,0,0,320.0,0.1,10200,30,3,1,0,0,340.0,0.1,mid opponent,19800,60,330.0,-600,0,0,0,0,0,-20.0,0.0,,-300.0,300.0,0.4848484848484848,0.5151515151515151,0
IMG_5760.PNG,1,Opponent 1,49,49,0,10900,32,5,1,0,0,340.62,0.1562,15300,42,6,2,0,0,364.29,0.1429,strong opponent,26200,74,354.05,-4400,-10,-1,-1,0,0,-23.67,0.0133,,-2200.0,2200.0,0.416030534351145,0.583969465648855,0
IMG_5761.PNG,1,Opponent 1,50,50,1,12800,40,4,1,0,0,320.0,0.1,11700,40,2,0,0,0,292.5,0.05,weak opponent,24500,80,306.25,1100,0,2,1,0,0,27.5,0.05,,550.0,-550.0,0.5224489795918368,0.4775510204081633,0
IMG_5762.PNG,1,Opponent 1,51,51,0,5000,31,1,0,0,0,161.29,0.0323,6200,30,2,0,0,0,206.67,0.0667,weak opponent,11200,61,183.61,-1200,1,-1,0,0,0,-45.38,-0.0344,,-600.0,600.0,0.4464285714285714,0.5535714285714286,0
IMG_5763.PNG,1,Opponent 1,52,52,1,16900,56,5,0,0,0,301.79,0.0893,13500,34,8,1,0,0,397.06,0.2353,strong opponent,30400,90,337.78,3400,22,-3,-1,0,0,-95.27,-0.146,,1700.0,-1700.0,0.555921052631579,0.4440789473684211,0
IMG_5764.PNG,1,Opponent 1,53,53,0,7000,34,0,0,0,0,205.88,0.0,9400,40,0,0,0,0,235.0,0.0,weak opponent,16400,74,221.62,-2400,-6,0,0,0,0,-29.12,0.0,,-1200.0,1200.0,0.4268292682926829,0.573170731707317,0
IMG_5765.PNG,1,Opponent 1,54,54,1,22100,59,12,0,0,0,374.58,0.2034,13600,43,6,2,0,0,316.28,0.1395,mid opponent,35700,102,350.0,8500,16,6,-2,0,0,58.3,0.0639,,4250.0,-4250.0,0.6190476190476191,0.3809523809523809,0
IMG_5766.PNG,1,Opponent 1,55,55,0,6100,25,0,0,0,0,244.0,0.0,9300,31,2,0,0,0,300.0,0.0645,mid opponent,15400,56,275.0,-3200,-6,-2,0,0,0,-56.0,-0.0645,,-1600.0,1600.0,0.3961038961038961,0.6038961038961039,0
IMG_5767.PNG,1,Opponent 1,56,56,1,11100,43,2,0,0,0,258.14,0.0465,10400,34,4,0,0,0,305.88,0.1176,mid opponent,21500,77,279.22,700,9,-2,0,0,0,-47.74,-0.0711,,350.0,-350.0,0.5162790697674419,0.4837209302325581,0
IMG_5768.PNG,1,Opponent 1,57,57,0,8700,37,2,0,0,0,235.14,0.0541,10600,41,2,0,0,0,258.54,0.0488,weak opponent,19300,78,247.44,-1900,-4,0,0,0,0,-23.4,0.0053,,-950.0,950.0,0.4507772020725388,0.5492227979274611,0
IMG_5769.PNG,1,Opponent 1,58,58,0,14700,36,9,0,0,0,408.33,0.25,16100,34,13,0,0,0,473.53,0.3824,strong opponent,30800,70,440.0,-1400,2,-4,0,0,0,-65.2,-0.1324,,-700.0,700.0,0.4772727272727273,0.5227272727272727,0
IMG_5770.PNG,1,Opponent 1,59,59,0,8300,33,2,0,0,0,251.52,0.0606,10000,35,2,0,0,0,285.71,0.0571,weak opponent,18300,68,269.12,-1700,-2,0,0,0,0,-34.19,0.0035,,-850.0,850.0,0.453551912568306,0.546448087431694,0
IMG_5771.PNG,1,Opponent 1,60,60,0,10600,35,2,0,0,0,302.86,0.0571,13000,35,5,2,0,0,371.43,0.1429,strong opponent,23600,70,337.14,-2400,0,-3,-2,0,0,-68.57,-0.0858,,-1200.0,1200.0,0.4491525423728814,0.5508474576271186,0
IMG_5772.PNG,1,Opponent 1,61,61,1,11300,40,4,0,0,0,282.5,0.1,9500,33,2,1,0,0,287.88,0.0606,weak opponent,20800,73,284.93,1800,7,2,-1,0,0,-5.38,0.0394,,900.0,-900.0,0.5432692307692307,0.4567307692307692,0
IMG_5773.PNG,1,Opponent 1,62,62,1,6200,23,3,0,0,0,269.57,0.1304,4200,17,1,0,0,0,247.06,0.0588,weak opponent,10400,40,260.0,2000,6,2,0,0,0,22.51,0.0716,,1000.0,-1000.0,0.5961538461538461,0.4038461538461538,0
IMG_5774.PNG,1,Opponent 1,63,63,1,11500,32,5,0,0,0,359.38,0.1562,9600,31,2,1,0,0,309.68,0.0645,mid opponent,21100,63,334.92,1900,1,3,-1,0,0,49.7,0.0917,,950.0,-950.0,0.5450236966824644,0.4549763033175355,0
IMG_5775.PNG,1,Opponent 1,64,64,1,15800,38,9,2,0,0,415.79,0.2368,15700,36,10,2,0,0,436.11,0.2778,strong opponent,31500,74,425.68,100,2,-1,0,0,0,-20.32,-0.041,,50.0,-50.0,0.5015873015873016,0.4984126984126984,0
IMG_5776.PNG,1,Opponent 1,65,65,0,10400,40,1,0,0,0,260.0,0.025,11300,35,6,1,0,0,322.86,0.1714,mid opponent,21700,75,289.33,-900,5,-5,-1,0,0,-62.86,-0.1464,,-450.0,450.0,0.4792626728110599,0.5207373271889401,0
IMG_5777.PNG,1,Opponent 1,66,66,0,7800,36,0,0,0,0,216.67,0.0,11200,26,4,4,1,0,430.77,0.1538,strong opponent,19000,62,306.45,-3400,10,-4,-4,-1,0,-214.1,-0.1538,,-1700.0,1700.0,0.4105263157894737,0.5894736842105263,0
IMG_5778.PNG,1,Opponent 1,67,67,0,8000,27,2,0,0,0,296.3,0.0741,12500,36,5,1,0,0,347.22,0.1389,mid opponent,20500,63,325.4,-4500,-9,-3,-1,0,0,-50.92,-0.0648,,-2250.0,2250.0,0.3902439024390244,0.6097560975609756,0
IMG_5779.PNG,1,Opponent 1,68,68,0,8400,31,2,0,0,0,270.97,0.0645,11100,30,4,2,1,1,370.0,0.1333,strong opponent,19500,61,319.67,-2700,1,-2,-2,-1,-1,-99.03,-0.0688,,-1350.0,1350.0,0.4307692307692308,0.5692307692307692,0
IMG_5780.PNG,1,Opponent 1,69,69,1,10300,29,5,0,0,0,355.17,0.1724,8100,20,4,2,0,0,405.0,0.2,strong opponent,18400,49,375.51,2200,9,1,-2,0,0,-49.83,-0.0276,,1100.0,-1100.0,0.5597826086956522,0.4402173913043478,0
IMG_5781.PNG,1,Opponent 1,70,70,1,9500,31,4,0,0,0,306.45,0.129,7000,25,3,0,0,0,280.0,0.12,weak opponent,16500,56,294.64,2500,6,1,0,0,0,26.45,0.009,,1250.0,-1250.0,0.5757575757575758,0.4242424242424242,0
IMG_5782.PNG,1,Opponent 1,71,71,0,11300,32,6,0,0,0,353.12,0.1875,16100,33,11,3,0,0,487.88,0.3333,strong opponent,27400,65,421.54,-4800,-1,-5,-3,0,0,-134.76,-0.1458,,-2400.0,2400.0,0.4124087591240876,0.5875912408759124,0
IMG_5783.PNG,1,Opponent 1,72,72,0,5100,24,0,0,0,0,212.5,0.0,8300,22,4,2,0,0,377.27,0.1818,strong opponent,13400,46,291.3,-3200,2,-4,-2,0,0,-164.77,-0.1818,,-1600.0,1600.0,0.3805970149253731,0.6194029850746269,0
IMG_5784.PNG,1,Opponent 1,73,73,0,7900,28,3,0,0,0,282.14,0.1071,13600,31,8,3,1,0,438.71,0.2581,strong opponent,21500,59,364.41,-5700,-3,-5,-3,-1,0,-156.57,-0.151,,-2850.0,2850.0,0.3674418604651163,0.6325581395348837,0
IMG_5785.PNG,1,Opponent 1,74,74,1,20200,45,12,3,1,0,448.89,0.2667,18700,44,11,0,0,0,425.0,0.25,strong opponent,38900,89,437.08,1500,1,1,3,1,0,23.89,0.0167,,750.0,-750.0,0.519280205655527,0.480719794344473,0
IMG_5786.PNG,1,Opponent 1,75,75,1,9200,40,1,0,0,0,230.0,0.025,9100,38,2,0,0,0,239.47,0.0526,weak opponent,18300,78,234.62,100,2,-1,0,0,0,-9.47,-0.0276,,50.0,-50.0,0.5027322404371585,0.4972677595628415,0
IMG_5787.PNG,1,Opponent 1,76,76,0,8600,35,0,0,0,0,245.71,0.0,14500,29,7,4,1,0,500.0,0.2414,strong opponent,23100,64,360.94,-5900,6,-7,-4,-1,0,-254.29,-0.2414,,-2950.0,2950.0,0.3722943722943723,0.6277056277056277,0
IMG_5788.PNG,1,Opponent 1,77,77,1,5800,24,1,0,0,0,241.67,0.0417,5400,27,0,0,0,0,200.0,0.0,weak opponent,11200,51,219.61,400,-3,1,0,0,0,41.67,0.0417,,200.0,-200.0,0.5178571428571429,0.4821428571428571,0
IMG_5789.PNG,1,Opponent 1,78,78,0,8500,38,2,1,0,0,223.68,0.0526,8900,32,3,1,0,0,278.12,0.0938,weak opponent,17400,70,248.57,-400,6,-1,0,0,0,-54.44,-0.0412,,-200.0,200.0,0.4885057471264368,0.5114942528735632,0
IMG_5790.PNG,1,Opponent 1,79,79,0,6200,29,0,0,0,0,213.79,0.0,8200,28,3,0,0,0,292.86,0.1071,weak opponent,14400,57,252.63,-2000,1,-3,0,0,0,-79.07,-0.1071,,-1000.0,1000.0,0.4305555555555556,0.5694444444444444,0
IMG_5791.PNG,1,Opponent 1,80,80,0,5800,28,0,0,0,0,207.14,0.0,11700,35,4,1,0,0,334.29,0.1143,mid opponent,17500,63,277.78,-5900,-7,-4,-1,0,0,-127.15,-0.1143,,-2950.0,2950.0,0.3314285714285714,0.6685714285714286,0
IMG_5792.PNG,1,Opponent 1,81,81,0,12800,33,5,2,0,0,387.88,0.1515,22300,40,12,7,0,0,557.5,0.3,strong opponent,35100,73,480.82,-9500,-7,-7,-5,0,0,-169.62,-0.1485,,-4750.0,4750.0,0.3646723646723647,0.6353276353276354,0
IMG_5793.PNG,1,Opponent 1,82,82,0,7600,30,1,0,0,0,253.33,0.0333,9400,27,4,2,0,0,348.15,0.1481,mid opponent,17000,57,298.25,-1800,3,-3,-2,0,0,-94.82,-0.1148,,-900.0,900.0,0.4470588235294118,0.5529411764705883,0
IMG_5794.PNG,1,Opponent 1,83,83,0,4200,20,1,0,0,0,210.0,0.05,6200,25,1,0,0,0,248.0,0.04,weak opponent,10400,45,231.11,-2000,-5,0,0,0,0,-38.0,0.01,,-1000.0,1000.0,0.4038461538461538,0.5961538461538461,0
IMG_5795.PNG,1,Opponent 1,84,84,1,14000,40,7,1,0,0,350.0,0.175,13400,39,5,1,0,0,343.59,0.1282,mid opponent,27400,79,346.84,600,1,2,0,0,0,6.41,0.0468,,300.0,-300.0,0.5109489051094891,0.4890510948905109,0
IMG_5796.PNG,1,Opponent 1,85,85,1,8500,40,0,0,0,0,212.5,0.0,5500,25,0,0,0,0,220.0,0.0,weak opponent,14000,65,215.38,3000,15,0,0,0,0,-7.5,0.0,,1500.0,-1500.0,0.6071428571428571,0.3928571428571428,0
IMG_5797.PNG,1,Opponent 1,86,86,0,11900,36,5,0,0,0,330.56,0.1389,11900,37,4,2,0,0,321.62,0.1081,mid opponent,23800,73,326.03,0,-1,1,-2,0,0,8.94,0.0308,"DRAW! banner (tie game, 11900-11900) - not a win or loss; my_won recorded as 0 by convention",0.0,0.0,0.5,0.5,0
IMG_5798.PNG,1,Opponent 1,87,87,0,20300,42,14,4,0,0,483.33,0.3333,21900,37,13,7,3,1,591.89,0.3514,strong opponent,42200,79,534.18,-1600,5,1,-3,-3,-1,-108.56,-0.0181,,-800.0,800.0,0.481042654028436,0.518957345971564,0
IMG_5799.PNG,1,Opponent 1,88,88,0,13700,40,7,0,0,0,342.5,0.175,14100,33,8,2,0,0,427.27,0.2424,strong opponent,27800,73,380.82,-400,7,-1,-2,0,0,-84.77,-0.0674,,-200.0,200.0,0.4928057553956834,0.5071942446043165,0
IMG_5800.PNG,1,Opponent 1,89,89,1,11800,31,6,2,0,0,380.65,0.1935,9200,30,5,1,0,0,306.67,0.1667,mid opponent,21000,61,344.26,2600,1,1,1,0,0,73.98,0.0268,,1300.0,-1300.0,0.5619047619047619,0.4380952380952381,0
IMG_5801.PNG,1,Opponent 1,90,90,1,17700,51,8,0,0,0,347.06,0.1569,16000,48,7,0,0,0,333.33,0.1458,mid opponent,33700,99,340.4,1700,3,1,0,0,0,13.73,0.0111,,850.0,-850.0,0.5252225519287834,0.4747774480712166,0
IMG_5802.PNG,1,Opponent 1,91,91,0,12100,39,4,1,0,0,310.26,0.1026,14700,44,6,1,0,0,334.09,0.1364,mid opponent,26800,83,322.89,-2600,-5,-2,0,0,0,-23.83,-0.0338,,-1300.0,1300.0,0.4514925373134328,0.5485074626865671,0
IMG_5803.PNG,1,Opponent 1,92,92,1,10500,36,3,0,0,0,291.67,0.0833,10100,31,4,0,0,0,325.81,0.129,mid opponent,20600,67,307.46,400,5,-1,0,0,0,-34.14,-0.0457,,200.0,-200.0,0.5097087378640777,0.4902912621359223,0
IMG_5804.PNG,1,Opponent 1,93,93,0,6200,24,2,0,0,0,258.33,0.0833,8000,26,3,1,0,0,307.69,0.1154,mid opponent,14200,50,284.0,-1800,-2,-1,-1,0,0,-49.36,-0.0321,,-900.0,900.0,0.4366197183098591,0.5633802816901409,0
IMG_5805.PNG,1,Opponent 1,94,94,0,9800,33,2,0,0,0,296.97,0.0606,15200,43,6,0,0,0,353.49,0.1395,mid opponent,25000,76,328.95,-5400,-10,-4,0,0,0,-56.52,-0.0789,,-2700.0,2700.0,0.392,0.608,0
